crate_id,name,updated_at,created_at,downloads,repository,version
679009,flipper0-sys,2022-10-22 17:34:01.076223,2022-10-03 13:48:23.904202,298,https://github.com/boozook/flipper0.git,0.2.10
680787,minimap2-sys,2022-10-07 02:42:35.731474,2022-10-05 22:36:06.395988,137,https://github.com/jguhlin/minimap2-rs,0.1.5
681163,astarte_sdk,2022-10-06 10:48:05.427870,2022-10-06 10:48:05.427870,24,https://github.com/astarte-platform/astarte-device-sdk-rust,0.1.0
683315,thindx-xaudio2-sys,2022-10-10 18:50:24.062057,2022-10-08 04:07:08.448541,68,https://github.com/MaulingMonkey/thindx-xaudio2,0.0.0-2022-10-10
689606,bindgen-cli,2022-10-16 19:55:17.047521,2022-10-16 19:55:17.047521,2162,https://github.com/rust-lang/rust-bindgen,0.61.0
690547,mujoco-rs-sys,2022-10-18 01:35:04.858814,2022-10-18 01:35:04.858814,33,https://github.com/aaronlaw1215/MuJoCo-Rust,0.0.2
691788,lua-latest-sys,2022-10-20 16:36:42.908465,2022-10-19 16:58:38.959208,75,https://github.com/jakobzs/lua-latest-sys,0.0.2
692529,libmdb-sys,2022-10-20 15:26:51.734259,2022-10-20 15:26:51.734259,33,,0.1.0
693857,substreams-entity-change,2022-10-21 19:43:41.123504,2022-10-21 19:43:41.123504,37,https://github.com/streamingfast/substreams-entity-change,0.1.0
693894,ogg_next_sys,2022-10-21 21:24:33.388983,2022-10-21 20:47:36.200653,188,https://github.com/ComunidadAylas/vorbis-rs,0.1.1
693922,aotuv_lancer_vorbis_sys,2022-10-21 21:26:15.562603,2022-10-21 21:26:15.562603,160,https://github.com/ComunidadAylas/vorbis-rs,0.1.0
695111,suitesparse_graphblas_sys,2022-10-23 09:43:47.016860,2022-10-23 09:40:21.084357,41,https://github.com/code-sam/graphblas_sparse_linear_algebra,0.1.1
700227,librocksdb-sysx,2022-10-28 07:56:08.976874,2022-10-28 07:56:08.976874,21,https://github.com/rust-rocksdb/rust-rocksdb,0.8.0+7.4.4
