"","crate_id","name.x","status","name.y","updated_at","created_at","downloads","repository","version"
"165",621120,"hitaki-sys","check-failed","hitaki-sys",2022-07-14 09:46:03,2022-07-07 11:36:53,346,"https://github.com/alsa-project/hitaki-rs/","0.2.0"
"166",621161,"alsactl-sys","check-failed","alsactl-sys",2022-07-14 09:58:01,2022-07-07 13:16:12,248,"https://github.com/alsa-project/alsa-gobject-rs","0.4.0"
"167",621163,"alsahwdep-sys","check-failed","alsahwdep-sys",2022-07-14 10:04:20,2022-07-07 13:17:16,230,"https://github.com/alsa-project/alsa-gobject-rs","0.4.0"
"168",621165,"alsarawmidi-sys","check-failed","alsarawmidi-sys",2022-07-14 10:08:40,2022-07-07 13:18:25,225,"https://github.com/alsa-project/alsa-gobject-rs","0.4.0"
"169",621179,"alsatimer-sys","check-failed","alsatimer-sys",2022-07-14 10:11:44,2022-07-07 13:43:47,355,"https://github.com/alsa-project/alsa-gobject-rs","0.4.0"
"170",621187,"alsaseq-sys","check-failed","alsaseq-sys",2022-07-14 10:17:11,2022-07-07 13:59:24,248,"https://github.com/alsa-project/alsa-gobject-rs","0.4.0"
"171",621205,"hinoko-sys","check-failed","hinoko-sys",2022-07-14 09:38:52,2022-07-07 14:31:39,190,"https://github.com/takaswie/hinoko-rs/","0.1.0"
"172",622049,"service-management-sys","passed","service-management-sys",2022-07-08 18:39:08,2022-07-08 18:39:08,69,"https://github.com/hankbao/service-management-sys","0.1.0"
"173",632977,"lean-sys","check-failed","lean-sys",2022-08-22 16:29:29,2022-07-26 04:07:10,66,"https://gitlab.com/tekne/lean-sys","0.0.2"
"174",638861,"substreams-ethereum-core","passed","substreams-ethereum-core",2022-10-21 19:53:49,2022-08-04 18:11:18,1188,"https://github.com/streamingfast/substreams-ethereum/tree/develop/core","0.6.2"
"175",645989,"ni-daqmx-sys","passed","ni-daqmx-sys",2022-08-25 14:54:37,2022-08-15 15:25:35,61,"https://github.com/WiresmithTech/ni-daqmx-sys","20.7.1"
"176",668489,"winfsp-sys","check-failed","winfsp-sys",2022-09-23 06:21:49,2022-09-18 05:25:18,301,"https://github.com/SnowflakePowered/winfsp-rs","0.1.4+winfsp-1.11"
"177",674399,"libpicnic-sys","passed","libpicnic-sys",2022-09-26 18:55:13,2022-09-26 18:55:13,118,"https://github.com/ait-crypto/picnic-bindings-rs","0.1.0+3.0.18"
"178",677819,"sleef-trig-sys","passed","sleef-trig-sys",2022-10-01 13:11:43,2022-10-01 13:11:43,51,"https://github.com/greatest-ape/sleef-trig","0.1.0"
"179",679009,"flipper0-sys","passed","flipper0-sys",2022-10-22 17:34:01,2022-10-03 13:48:23,298,"https://github.com/boozook/flipper0.git","0.2.10"
"180",680787,"minimap2-sys","check-failed","minimap2-sys",2022-10-07 02:42:35,2022-10-05 22:36:06,137,"https://github.com/jguhlin/minimap2-rs","0.1.5"
"181",691788,"lua-latest-sys","passed","lua-latest-sys",2022-10-20 16:36:42,2022-10-19 16:58:38,75,"https://github.com/jakobzs/lua-latest-sys","0.0.2"
"182",693894,"ogg_next_sys","passed","ogg_next_sys",2022-10-21 21:24:33,2022-10-21 20:47:36,188,"https://github.com/ComunidadAylas/vorbis-rs","0.1.1"
"183",693922,"aotuv_lancer_vorbis_sys","passed","aotuv_lancer_vorbis_sys",2022-10-21 21:26:15,2022-10-21 21:26:15,160,"https://github.com/ComunidadAylas/vorbis-rs","0.1.0"
"184",695111,"suitesparse_graphblas_sys","check-failed","suitesparse_graphblas_sys",2022-10-23 09:43:47,2022-10-23 09:40:21,41,"https://github.com/code-sam/graphblas_sparse_linear_algebra","0.1.1"
